20130701,146011704,21851573
20130702,149177892,19010502
20130703,152016832,17428422
20130704,146101816,14703974
20130705,100450261,31713671
20130706,79017082,74699259
20130707,65408063,9602385
20130708,127116792,41452867
20130709,147415783,41372614
20130710,151750994,31634221
20130711,110762729,22046059
20130712,63203889,18300289
20130713,62933117,16731966
20130714,80943304,27812261
20130715,110032968,55116249
20130716,155455439,54367170
20130717,83887943,45060341
20130718,137031040,25731560
20130719,85086277,31941311
20130720,118648330,82545582
20130721,84571805,30565706
20130722,151663753,67759707
20130723,95794920,59762619
20130724,80192949,39424121
20130725,176642188,51764200
20130726,210528288,41900767
20130727,96409654,40057095
20130728,99619657,22044292
20130729,134219755,64669683
20130730,164017956,74137709
20130731,222837481,59459072
20130801,148660233,41559970
20130802,105457078,37600789
20130803,83855717,26542205
20130804,131762343,44363222
20130805,147212386,65338007
20130806,126515407,70121588
20130807,151013683,69020943
20130808,173316015,74245716
20130809,158270506,54769573
20130810,124829639,69136310
20130811,155784345,55427761
20130812,180479303,80773448
20130813,153118562,91256470
20130814,185198902,63204820
20130815,153569728,59770163
20130816,230483067,54846511
20130817,79642271,35793786
20130818,86050360,51116403
20130819,208098152,66398761
20130820,160853169,71532646
20130821,209209801,98511807
20130822,129481291,86499939
20130823,115187302,81660445
20130824,100304649,67043497
20130825,73878971,74745835
20130826,229957645,100484900
20130827,188666959,82944250
20130828,222936442,99807687
20130829,189316856,131776147
20130830,256940834,84859725
20130831,101197121,64787947
20130901,120585173,80432194
20130902,313154347,103258517
20130903,178210141,105069571
20130904,231271987,106392031
20130905,179576411,95864734
20130906,138727795,87619123
20130907,146498075,96814347
20130908,110619851,58083083
20130909,308628691,144106500
20130910,420316801,149199095
20130911,303656605,120905488
20130912,347769766,132803465
20130913,173928025,137814861
20130914,132994805,106016121
20130915,131104396,109075943
20130916,267349847,174434843
20130917,321918981,105209096
20130918,156160486,94445422
20130919,96777545,67518092
20130920,94738253,86462452
20130921,117338566,65382587
20130922,247961823,222081047
20130923,175631812,200500964
20130924,221417013,143415366
20130925,234914900,187159134
20130926,322904467,175389264
20130927,218189149,163000500
20130928,111117010,337616400
20130929,152963947,183435950
20130930,139284662,133311669
20131001,77633446,67184896
20131002,68352107,42051827
20131003,58203180,31411182
20131004,64799847,34427288
20131005,66381075,45713854
20131006,103018922,58465908
20131007,209945258,81253474
20131008,328802203,163559234
20131009,281740686,156362027
20131010,265189150,145120290
20131011,222400780,94432250
